road,id,model_type,name,lat,lon,length,condition,lrp,real_name
N4,1003872,bridge,bridge 1283,24.620416,89.9915274,30.1,C,LRP112a,CHARAVANGA
N4,1003873,link,link 2501,24.624166,89.985583,737.0,A,LRP113,Jamalpur 37 km
N4,1003874,link,link 2502,24.6296382,89.9779438,1000.0,A,LRP114,Km post missing
N4,1003875,bridge,bridge 1284,24.6305827,89.9767771,3.0,A,LRP114a,HARZAKBARI CULVERT
N4,1003876,link,link 2503,24.6372774,89.9727493,851.0,A,LRP115,Jamalpur 35 km
N4,1003877,link,link 2504,24.6449441,89.9676382,1000.0,A,LRP116,Jamalpur 34 km
N4,1003878,link,link 2505,24.6500278,89.9660278,596.0,A,LRP116a,Bridge start
N4,1003879,link,link 2506,24.6503056,89.9660278,30.0,A,LRP116b,Bridge end
N4,1003880,link,link 2507,24.6533889,89.9645833,374.0,A,LRP117,Jamalpur 33 km
N4,1003881,link,link 2508,24.6619722,89.9617222,1000.0,A,LRP118,Jamalpur 32 km
N4,1003882,bridge,bridge 1285,24.6631389,89.9614167,28.8,C,LRP118a,ROPSHANTI BRIDGE
N4,1003883,link,link 2509,24.6692493,89.9565556,857.0,A,LRP119,Jamalpur 31 km
N4,1003884,link,link 2510,24.6713882,89.9548333,300.0,A,LRP119a,Box Culvert
N4,1003885,link,link 2511,24.677166,89.9521111,700.0,A,LRP120,Km post missing
N4,1003886,link,link 2512,24.6791382,89.9523333,240.0,A,LRP120a,Box Culvert
N4,1003887,link,link 2513,24.6832771,89.9527778,460.0,A,LRP120b,Box Culvert
N4,1003888,link,link 2514,24.6861108,89.9532778,300.0,A,LRP121,Jamalpur 29 km
N4,1003889,bridge,bridge 1286,24.6892219,89.9536111,3.0,A,LRP121a,BANZAN CULVERT
N4,1003890,link,link 2515,24.695083,89.9538889,650.0,A,LRP122,Jamalpur 28 km
N4,1003891,bridge,bridge 1287,24.6975274,89.9532778,0.85,B,LRP122a,BELTIA CULVRT
N4,1003892,link,link 2516,24.6977774,89.9531944,41.0,A,LRP122b,Bridge end
N4,1003893,link,link 2517,24.7028889,89.9496386,694.0,A,LRP123,Jamalpur 27 km
N4,1003894,bridge,bridge 1288,24.7047778,89.9491663,3.0,A,LRP123a,NANIYANZAN (C)
N4,1003895,link,link 2518,24.7086111,89.9472497,483.0,A,LRP123b,Box Culvert
N4,1003896,link,link 2519,24.7111944,89.9459719,309.0,A,LRP124,Jamalpur 26 km
N4,1003897,link,link 2520,24.7114167,89.9459719,29.0,A,LRP124a,Box Culvert
N4,1003898,link,link 2521,24.7199716,89.9451386,971.0,A,LRP125,Jamalpur 25 km
N4,1003899,bridge,bridge 1289,24.726666,89.9411108,35.0,C,LRP125a,NOTORPARA CONDBARI
N4,1003900,link,link 2522,24.7278604,89.9404163,49.0,A,LRP126,Km post broken
N4,1003901,link,link 2523,24.7317493,89.9381386,1.0,A,LRP126a,Box Culvert
N4,1003902,link,link 2524,24.7359163,89.9359997,999.0,A,LRP127,Km post missing
N4,1003903,link,link 2525,24.7379441,89.9352219,244.0,A,LRP127a,Box Culvert
N4,1003904,link,link 2526,24.7444997,89.9366108,751.0,A,LRP128,Jamalpur 22 km
N4,1003905,link,link 2527,24.75025,89.936333,686.0,A,LRP128a,Box Culvert
N4,1003906,link,link 2528,24.7528333,89.9348608,314.0,A,LRP129,Jamalpur 21 km
N4,1003907,bridge,bridge 1290,24.7570278,89.9325549,3.0,A,LRP129a,RAGHUNATHPUR
N4,1003908,bridge,bridge 1291,24.7573333,89.932416,3.0,A,LRP129b,ROGHUNATHPUR CULVERT
N4,1003909,link,link 2529,24.7604167,89.9297493,805.0,A,LRP130,Km post missing
N4,1003910,bridge,bridge 1292,24.7647222,89.9251938,24.0,B,LRP130a,ROGHUNATHPUR BRIDGE
N4,1003911,link,link 2530,24.7679993,89.9263882,302.0,A,LRP131,Jamalpur 19 km
N4,1003912,link,link 2531,24.7763049,89.9291938,1000.0,A,LRP132,Jamalpur 18 km
N4,1003913,link,link 2532,24.7838608,89.9331938,1000.0,A,LRP133,Km post missing
N4,1003914,bridge,bridge 1293,24.7890274,89.9346663,36.8,B,LRP133a,NARAYANPUR BAZAR
N4,1003915,link,link 2533,24.7927497,89.9356941,405.0,A,LRP133b,Box Culvert
N4,1003916,link,link 2534,24.7932774,89.9358608,35.0,A,LRP134,Jamalpur 16 km
N4,1003917,link,link 2535,24.7978886,89.9368608,525.0,A,LRP134a,Bridge start
N4,1003918,link,link 2536,24.7981663,89.9369441,34.0,A,LRP134b,Bridge end
N4,1003919,link,link 2537,24.8019444,89.9384719,441.0,A,LRP135,Jamalpur 15 km
N4,1003920,bridge,bridge 1294,24.8084722,89.9399997,3.0,B,LRP135a,TETEEPULA CULVERT
N4,1003921,link,link 2538,24.8108889,89.9395552,246.0,A,LRP136,Jamalpur 14 km
N4,1003922,link,link 2539,24.8143333,89.9384997,412.0,A,LRP136a,Box Culvert
N4,1003923,link,link 2540,24.8010556,89.9374441,425.0,A,LRP136b,Box Culvert
N4,1003924,link,link 2541,24.8025556,89.9359719,163.0,A,LRP137,Km post missing
N4,1003925,link,link 2542,24.8255271,89.9378608,748.0,A,LRP137a,Bridge start
N4,1003926,link,link 2543,24.8258604,89.9378052,38.0,A,LRP137b,Bridge end
N4,1003927,link,link 2544,24.8280549,89.9385274,219.0,A,LRP138,Jamalpur 12 km
N4,1003928,link,link 2545,24.8370274,89.9396386,1000.0,A,LRP139,Jamalpur 11km
N4,1003929,link,link 2546,24.8377219,89.9397774,84.0,A,LRP139a,Box Culvert
N4,1003930,link,link 2547,24.8446663,89.940833,787.0,A,LRP139b,Box Culvert
N4,1003931,link,link 2548,24.8457774,89.9411663,129.0,A,LRP140,Km post missing
N4,1003932,link,link 2549,24.8549167,89.9434719,1010.0,A,LRP141,Jamalpur 9 km
N4,1003933,link,link 2550,24.8654722,89.9450274,1150.0,A,LRP142,Jamalpur 8 km
N4,1003934,bridge,bridge 1295,24.8747493,89.9459163,3.1,C,LRP142a,BISIC JAM
N4,1003935,link,link 2551,24.874416,89.9457497,20.0,A,LRP143,Jamalpur 7 km
N4,1003936,link,link 2552,24.8837774,89.9443052,1010.0,A,LRP144,Jamalpur 6 km
N4,1003937,link,link 2553,24.8876108,89.9444441,450.0,A,LRP144a,Road to Tarakandi (Z4025)
N4,1003938,link,link 2554,24.890583,89.9470274,400.0,A,LRP144b,Pipe Culvert
N4,1003939,link,link 2555,24.8914997,89.9478886,160.0,A,LRP145,Jamalpur 5 km
N4,1003940,link,link 2556,24.8929997,89.9485552,192.0,A,LRP145a,Box Culvert
N4,1003941,link,link 2557,24.8991386,89.9500833,719.0,A,LRP145b,Box Culvert
N4,1003942,link,link 2558,24.8999163,89.9501389,89.0,A,LRP146,Km post missing
N4,1003943,link,link 2559,24.9041944,89.9500833,490.0,A,LRP146a,Box Culvert
N4,1003944,link,link 2560,24.9088056,89.95,510.0,A,LRP147,Km post missing
N4,1003945,link,link 2561,24.9159722,89.9509167,832.0,A,LRP147a,Rail road crossing
N4,1003946,link,link 2562,24.9162778,89.9509167,18.0,A,LRP147b,Drain Culvert
N4,1003947,link,link 2563,24.9169993,89.9509722,115.0,A,LRP147c,Road to Madangonj (Z4022)
N4,1003948,link,link 2564,24.9173327,89.9509444,35.0,A,LRP148,Km post missing
N4,1003949,link,link 2565,24.9187493,89.9510556,160.0,A,LRP148a,Drain Culvert
N4,1003950,link,link 2566,24.9227216,89.9505,440.0,A,LRP148b,Drain Culvert
N4,1003951,sourcesink,sourcesink 22,24.9230549,89.9501667,73.0,A,LRPE,End of road Jamalpur Muktagacha round Intersection with Z4021
N401,1003952,sourcesink,sourcesink 23,24.6071667,90.0287493,0.0,A,LRPS,Road Start from N4 at Madhupur
N401,1003953,intersection,intersection 70,24.6108333,90.0311104,490.0,A,LRPSa,Box Culvert
N401,1003954,intersection,intersection 71,24.6128333,90.0324438,273.0,A,LRPSb,Box Culvert
N401,1003955,intersection,intersection 72,24.6144722,90.0343052,247.0,A,LRP001,Rosulpur 14 km
N401,1003956,link,link 2567,24.6186382,90.0363886,518.0,A,LRP001a,Box culvert
N401,1003957,bridge,bridge 1296,24.620416,90.040333,4.2,C,LRP001b,CHARNGHNIBK
N401,1003958,link,link 2568,24.6205271,90.040583,22.0,A,LRP002,Km post missing
N401,1003959,link,link 2569,24.6238327,90.0497774,1000.0,A,LRP003,Rosulpur 12 km
N401,1003960,bridge,bridge 1297,24.625437264359352,90.05580161870397,30.5,C,LRP003a,CARKATEBRI
N401,1003961,link,link 2570,24.6255271,90.0561389,36.0,A,LRP003b,Bridge end
N401,1003962,link,link 2571,24.6270549,90.0588333,321.0,A,LRP004,Rosulpur 11 km
N401,1003963,link,link 2572,24.6320549,90.067166,1005.0,A,LRP005,Rosulpur 10 km
N401,1003964,link,link 2573,24.6379997,90.0737771,990.0,A,LRP006,Rosulpur 9 km
N401,1003965,link,link 2574,24.6459163,90.0784716,995.0,A,LRP007,Rosulpur 8 km
N401,1003966,link,link 2575,24.6536389,90.0836108,1005.0,A,LRP008,Rosulpur 7 km
N401,1003967,link,link 2576,24.6606667,90.0884719,985.0,A,LRP008a,Pipe Culvert
N401,1003968,link,link 2577,24.6612778,90.0889441,20.0,A,LRP009,Rosulpur 6 km
N401,1003969,link,link 2578,24.6642778,90.0915274,570.0,A,LRP009a,Pipe Culvert
N401,1003970,link,link 2579,24.6672493,90.0961663,430.0,A,LRP010,Km post missing
N401,1003971,link,link 2580,24.6702216,90.1054444,1000.0,A,LRP011,Rosulpur 4 km
N401,1003972,link,link 2581,24.6736938,90.1142222,985.0,A,LRP011a,Box culvert
N401,1003973,link,link 2582,24.6738327,90.1144444,15.0,A,LRP012,Rosulpur 3 km
N401,1003974,link,link 2583,24.6746938,90.1240827,1000.0,A,LRP013,Rosulpur 2 km
N401,1003975,bridge,bridge 1298,24.6753604,90.1245271,5.8,A,LRP013a,RASULPUR CULVERT
N401,1003976,link,link 2584,24.6777493,90.1268882,300.0,A,LRP013b,Box culvert
N401,1003977,link,link 2585,24.6804716,90.1282216,393.0,A,LRP013c,Box culvert
N401,1003978,link,link 2586,24.6819993,90.1294438,214.0,A,LRP014,Mymensingh 33 km
N401,1003979,link,link 2587,24.6876941,90.1368886,960.0,A,LRP015,Mymensingh 32 km  /Start of Mymensingh Road Division / Mymensingh 32 km  /Start of Mymensingh Road Division
N401,1003980,link,link 2588,24.6904163,90.1423886,681.0,A,LRP015a,Box culvert
N401,1003981,link,link 2589,24.6928052,90.1451663,444.0,A,LRP016,Mymensingh 31 km
N401,1003982,bridge,bridge 1299,24.6933886,90.1456108,1.8,A,LRP016a,HORINATOLA CULVERT
N401,1003983,link,link 2590,24.6999163,90.1502222,891.0,A,LRP017,Km post missing
N401,1003984,bridge,bridge 1300,24.6999719,90.1503889,34.0,C,LRP017a,BASORI BRIDGE OVER
N401,1003985,link,link 2591,24.7001111,90.1507222,40.0,A,LRP017b,Bridge end
N401,1003986,link,link 2592,24.7045278,90.1545278,632.0,A,LRP017c,Box culvert
N401,1003987,link,link 2593,24.7070278,90.1568056,341.0,A,LRP018,Mymensingh 29 km
N401,1003988,bridge,bridge 1301,24.7092222,90.1592222,4.4,C,LRP018a,CHARRAR CULVERT
N401,1003989,link,link 2594,24.7129722,90.1641111,677.0,A,LRP019,Mymensingh 28 km
N401,1003990,bridge,bridge 1302,24.7146111,90.1666389,2.0,B,LRP019a,PAROLITOLACULVERT
N401,1003991,link,link 2595,24.7168049,90.1717216,576.0,A,LRP020,Mymensingh 27 km
N401,1003992,bridge,bridge 1303,24.7195549,90.1781382,2.0,A,LRP020a,RAMRAFPUR CULVERT
N401,1003993,link,link 2596,24.7217216,90.1809993,365.0,A,LRP021,Mymensingh 26 km
N401,1003994,bridge,bridge 1304,24.7257771,90.184833,3.5,C,LRP021a,GOGA CULVRT
N401,1003995,link,link 2597,24.7286104,90.1870274,383.0,A,LRP022,Mymensingh 25 km
N401,1003996,link,link 2598,24.7316938,90.1911386,542.0,A,LRP022a,Box culvert
N401,1003997,link,link 2599,24.7341941,90.1948886,468.0,A,LRP023,Mymensingh 24 km
N401,1003998,bridge,bridge 1305,24.7366386,90.1984997,9.0,C,LRP023a,NEMORIA3
N401,1003999,bridge,bridge 1306,24.7387497,90.2008611,4.4,D,LRP023b,LIMORIYA 2
N401,1004000,link,link 2600,24.7401386,90.2017222,170.0,A,LRP023c,Box culvert
N401,1004001,link,link 2601,24.7401386,90.20175,5.0,A,LRP024,Mymensingh 24 km
N401,1004002,bridge,bridge 1307,24.7419441,90.2026944,7.8,B,LRP024a,LIMORIYA 1
N401,1004003,link,link 2602,24.7420274,90.2027222,10.0,A,LRP024b,Bridge end
N401,1004004,link,link 2603,24.7474719,90.2073333,765.0,A,LRP025,Mymensingh 22  km
N401,1004005,bridge,bridge 1308,24.748583,90.2086111,7.5,C,LRP025a,LANGER BAZAR
N401,1004006,link,link 2604,24.7526667,90.21525,814.0,A,LRP026,Dhaka 145 km
N401,1004007,bridge,bridge 1309,24.7533333,90.2163056,1.0,B,LRP026a,JOYDAKAMAR PARA
N401,1004008,link,link 2605,24.7561111,90.224416,878.0,A,LRP027,Mymensingh 20 km
N401,1004009,bridge,bridge 1310,24.75775,90.2253604,2.1,A,LRP027a,DAMRABIL SLABCULVERT
N401,1004010,link,link 2606,24.7580278,90.2299993,509.0,A,LRP027b,Box culvert
N401,1004011,link,link 2607,24.7599444,90.2329438,380.0,A,LRP028,Mymensingh 19 km
N401,1004012,link,link 2608,24.76075,90.234583,187.0,A,LRP028a,Z4101(Jamalpur-Muktagacha road)
N401,1004013,link,link 2609,24.7621667,90.242833,843.0,A,LRP029,Mymensingh 18 km
N401,1004014,link,link 2610,24.7639444,90.2524444,995.0,A,LRP030,Dhaka 137 km
N401,1004015,link,link 2611,24.7644444,90.2561111,274.0,A,LRP030a,Z4104 to Piairpur bazar
N401,1004016,link,link 2612,24.7646389,90.2561944,117.0,A,LRP030b,"Z4105,(Muktagacha-Fulbaria road)"
N401,1004017,link,link 2613,24.7640556,90.2620556,609.0,A,LRP031,Mymensingh 16 km
N401,1004018,link,link 2614,24.7640556,90.2623333,235.0,A,LRP031a,Box Culvert
N401,1004019,link,link 2615,24.7615833,90.2709993,755.0,A,LRP032,Mymensingh 15 km
N401,1004020,bridge,bridge 1311,24.7623056,90.2716382,23.7,C,LRP032a,MUKIAGASA NEW
N401,1004021,link,link 2616,24.7624167,90.2717493,17.0,A,LRP032b,Bridge end
N401,1004022,link,link 2617,24.7617778,90.2796938,884.0,A,LRP033,Mymensingh 14 km
N401,1004023,link,link 2618,24.7644167,90.2887219,1000.0,A,LRP034,Mymensingh 13 km
N401,1004024,link,link 2619,24.7674716,90.2964441,858.0,A,LRP034a,Box culvert
N401,1004025,link,link 2620,24.7681104,90.2976941,137.0,A,LRP035,Mymensingh 12 km
N401,1004026,link,link 2621,24.7722771,90.3064444,1000.0,A,LRP036,Mymensingh 11 km
N401,1004027,bridge,bridge 1312,24.7749438,90.3116389,69.6,C,LRP036a,Sutia bridge
N401,1004028,link,link 2622,24.7754993,90.3120556,77.0,A,LRP036b,Bridge end
N401,1004029,link,link 2623,24.7770827,90.3146944,313.0,A,LRP037,Mymensingh 10 km
N401,1004030,bridge,bridge 1313,24.7777216,90.3166938,1.0,D,LRP037a,MAISBARIES ARCH
N401,1004031,link,link 2624,24.7783604,90.3221382,558.0,A,LRP037b,Box culvert
N401,1004032,link,link 2625,24.7785827,90.3244993,223.0,A,LRP038,Km post missing
N401,1004033,link,link 2626,24.7800271,90.3334719,920.0,A,LRP039,Information missing
N401,1004034,bridge,bridge 1314,24.7809716,90.3379719,3.0,C,LRP039a,MARICH BARI CULVERT
N401,1004035,link,link 2627,24.7823604,90.3440274,627.0,A,LRP040,Mymensingh 7 km
N401,1004036,bridge,bridge 1315,24.7824993,90.3442219,1.5,D,LRP040a,KHAKDOR ARCL MAS
N401,1004037,bridge,bridge 1316,24.7827771,90.3461663,1.5,C,LRP040b,KHAKDOR 1 ARCH
N401,1004038,link,link 2628,24.7826104,90.3506111,450.0,A,LRP040c,Rail road crossing
N401,1004039,link,link 2629,24.7823882,90.3527778,220.0,A,LRP041,Mymensingh 6 km
N401,1004040,link,link 2630,24.7804993,90.3621944,981.0,A,LRP041a,Box culvert
N401,1004041,link,link 2631,24.780416,90.3625,19.0,A,LRP042,Km post missing
N401,1004042,link,link 2632,24.7770549,90.3553056,1020.0,A,LRP043,Mymensingh 4 km
N401,1004043,link,link 2633,24.775166,90.3815549,1000.0,A,LRP044,Mymensingh 3 km
N401,1004044,link,link 2634,24.772916,90.3844997,396.0,A,LRP044a,Box culvert
N401,1004045,link,link 2635,24.7694716,90.3890274,599.0,A,LRP045,Mymensingh 2 km
N401,1004046,bridge,bridge 1317,24.7668604,90.392083,4.85,C,LRP045a,KASIJOLIARCH MOSONRY
N401,1004047,link,link 2636,24.7641389,90.3968608,566.0,A,LRP046,Mymensingh 1 km
N401,1004048,link,link 2637,24.7626111,90.40225,601.0,A,LRP046a,"Z 3035, Mymensingh-Fulbaria road"
N401,1004049,sourcesink,sourcesink 24,24.7636667,90.4060278,439.0,A,LRPE,Road End with Mymensingh Zero Point at Kacharir more and connecting R370.
N402,1004050,sourcesink,sourcesink 25,24.9718049,90.1785549,0.0,A,LRPS,Road Start from R371 at Nakla.
N402,1004051,link,link 2638,24.9730827,90.1786104,140.0,A,LRPSa,Bridge start
N402,1004052,link,link 2639,24.9734993,90.1784993,60.0,A,LRPSb,Bridge end
N402,1004053,link,link 2640,24.977416,90.1773327,429.0,A,LRPSc,Box Culvert
N402,1004054,link,link 2641,24.978166,90.1771382,93.0,A,LRPSd,Box Culvert
N402,1004055,link,link 2642,24.9791938,90.176916,166.0,A,LRPSe,Z4610 to Lava
N402,1004056,link,link 2643,24.980666,90.1765827,112.0,A,LRP001,Km post missing
N402,1004057,link,link 2644,24.982166,90.1762493,180.0,A,LRP001a,Z4609 to Shibbari
N402,1004058,link,link 2645,24.9868608,90.1752216,531.0,A,LRP001b,Box Culvert
N402,1004059,link,link 2646,24.9894719,90.1748882,284.0,A,LRP001c,Z4610 to Tarakandi
N402,1004060,link,link 2647,24.9894997,90.1748882,5.0,A,LRP002,Km post missing
N402,1004061,link,link 2648,24.9919163,90.1754993,276.0,A,LRP002a,Box Culvert
N402,1004062,link,link 2649,24.9979441,90.1775827,724.0,A,LRP003,Km post missing
N402,1004063,link,link 2650,25.0046944,90.1785549,760.0,A,LRP003a,Bridge Start
N402,1004064,link,link 2651,25.0053611,90.1786382,75.0,A,LRP003b,Bridge end
N402,1004065,link,link 2652,25.0068333,90.1779993,165.0,A,LRP004,Km post missing
N402,1004066,link,link 2653,25.0150833,90.1740549,1000.0,A,LRP005,Km post missing
N402,1004067,link,link 2654,25.0203882,90.171666,640.0,A,LRP005a,Box Culvert
N402,1004068,link,link 2655,25.0232771,90.1703604,160.0,A,LRP005b,Box Culvert
N402,1004069,link,link 2656,25.0249438,90.1695827,200.0,A,LRP006,Km post missing
N402,1004070,link,link 2657,25.0317493,90.1675549,1000.0,A,LRP007,Km post missing
N402,1004071,link,link 2658,25.0334997,90.1671938,190.0,A,LRP007a,Bridge start
N402,1004072,link,link 2659,25.034280580612243,90.16721533979592,95.0,A,LRP007b,Bridge end
N402,1004073,link,link 2660,25.0375274,90.1673049,395.0,A,LRP007c,Box Culvert
N402,1004074,link,link 2661,25.0401663,90.1679993,320.0,A,LRP008,Km post missing
N402,1004075,link,link 2662,25.0488052,90.171166,1000.0,A,LRP009,Km post missing / Box Culvert
N402,1004076,link,link 2663,25.0490552,90.1712493,30.0,A,LRP009b,Box Culvert
N402,1004077,link,link 2664,25.0518889,90.171916,320.0,A,LRP009c,Box Culvert
N402,1004078,link,link 2665,25.0573889,90.1734993,650.0,A,LRP010,Km post missing
N402,1004079,link,link 2666,25.0608889,90.1784438,710.0,A,LRP010a,R.C.C Bridge
N402,1004080,link,link 2667,25.06175,90.1785271,98.0,A,LRP010b,R.C.C Bridge
N402,1004081,link,link 2668,25.0626111,90.1786382,100.0,A,LRP010c,Box Culvert
N402,1004082,link,link 2669,25.0645833,90.1789993,92.0,A,LRP011,Information missing
N402,1004083,link,link 2670,25.0696938,90.1804438,720.0,A,LRP011a,Box culvert
N402,1004084,link,link 2671,25.0732216,90.1815271,280.0,A,LRP012,Km post missing
N402,1004085,link,link 2672,25.074958410526317,90.18271145263158,270.0,A,LRP012a,Box culvert
N402,1004086,link,link 2673,25.0768882,90.1840274,300.0,A,LRP012b,Box culvert
N402,1004087,link,link 2674,25.077416,90.1849997,20.0,A,LRP012c,Box culvert
N402,1004088,link,link 2675,25.0791382,90.1875274,410.0,A,LRP013,Information missing
N402,1004089,link,link 2676,25.0875552,90.1904163,1000.0,A,LRP014,Km post missing
N402,1004090,link,link 2677,25.0915552,90.1919719,540.0,A,LRP014a,"Left Turn Bangoan, Right  Haluaghat"
N402,1004091,link,link 2678,25.0942497,90.1884441,460.0,A,LRP015,Km post missing
N402,1004092,link,link 2679,25.0970552,90.1887219,410.0,A,LRP015a,Box Culvert
N402,1004093,link,link 2680,25.0991108,90.1889441,220.0,A,LRP015b,Box Culvert
N402,1004094,link,link 2681,25.101081745945944,90.1891318027027,250.0,A,LRP015c,Box Culvert
N402,1004095,link,link 2682,25.1020278,90.1892219,120.0,A,LRP016,Information missing
N402,1004096,link,link 2683,25.1042778,90.1893886,190.0,A,LRP016a,Pipe Drain
N402,1004097,link,link 2684,25.1065278,90.1896386,30.0,A,LRP016b,Bridge start
N402,1004098,link,link 2685,25.1066944,90.1895552,240.0,A,LRP016c,Bridge end
N402,1004099,link,link 2686,25.1096944,90.1899441,360.0,A,LRP016d,Box Culvert
N402,1004100,link,link 2687,25.111,90.1900552,180.0,A,LRP017,Km post missing
N402,1004101,link,link 2688,25.1157778,90.1904997,490.0,A,LRP017a,Box culvert
N402,1004102,link,link 2689,25.1201104,90.1909163,510.0,A,LRP018,Information missing
N402,1004103,link,link 2690,25.1235827,90.191333,380.0,A,LRP018a,Box culvert
N402,1004104,link,link 2691,25.1293604,90.191833,620.0,A,LRP019,Information missing
N402,1004105,link,link 2692,25.1358052,90.1929997,790.0,A,LRP019a,Box culvert
N402,1004106,link,link 2693,25.1370274,90.1938052,210.0,A,LRP020,Information missing
N402,1004107,link,link 2694,25.1380552,90.1944441,990.0,A,LRP020a,Pipe Drain
N402,1004108,link,link 2695,25.145083,90.1988052,10.0,A,LRP021,Information missing
N402,1004109,link,link 2696,25.1545556,90.2017778,1000.0,A,LRP022,Information missing
N402,1004110,link,link 2697,25.1601111,90.20325,720.0,A,LRP022a,Box Culvert
N402,1004111,link,link 2698,25.1633611,90.2035278,280.0,A,LRP023,Km post missing
N402,1004112,link,link 2699,25.167416,90.2061944,650.0,A,LRP023a,Box culvert
N402,1004113,link,link 2700,25.1711938,90.2073333,350.0,A,LRP024,Km post missing
N402,1004114,link,link 2701,25.1712771,90.2073611,120.0,A,LRP024a,Box culvert
N402,1004115,link,link 2702,25.177166,90.2088056,650.0,A,LRP024b,Box culvert
N402,1004116,link,link 2703,25.1800549,90.2094722,230.0,A,LRP025,Km post missing
N402,1004117,link,link 2704,25.1867774,90.2121944,950.0,A,LRP025a,Box Culvert
N402,1004118,link,link 2705,25.1882219,90.2130833,50.0,A,LRP026,Km post missing
N402,1004119,link,link 2706,25.1906941,90.2145833,440.0,A,LRP026a,Left Z2834
N402,1004120,link,link 2707,25.1929719,90.2155556,280.0,A,LRP026b,Right to Bhogai Bridge
N402,1004121,link,link 2708,25.1956108,90.2183049,280.0,A,LRP027,Km post missing
N402,1004122,link,link 2709,25.1999441,90.2237216,870.0,A,LRP027a,Nakugaon Border
N402,1004123,sourcesink,sourcesink 26,25.2005556,90.2242493,130.0,A,LRPE,End of road at Boarder Pillar.
N5,1004124,sourcesink,sourcesink 27,23.7837774,90.3364163,0.0,A,LRPS,Road Start From Mirpur Bridge Gabtoli
N5,1004125,bridge,bridge 1318,23.7846663,90.3341386,251.2,B,LRPSa,Mirpur Bridge
N5,1004126,link,link 2710,23.7872497,90.3279438,705.0,A,LRP001,"Paturia 78 km,Nabinagar 21 km"
N5,1004127,bridge,bridge 1319,23.7900274,90.3218049,51.0,B,LRP001a,BRIDGE OVER TURAG RIVER(R)
N5,1004128,bridge,bridge 1320,23.7899997,90.3212771,51.7,A,LRP001b,Salehpur Bridge(right)
N5,1004129,link,link 2711,23.7897774,90.3192771,210.0,A,LRP002,"Paturia 77 km,Nabinagar 20 km"
N5,1004130,link,link 2712,23.7901108,90.3126944,635.0,A,LRP002a,Z5069
N5,1004131,link,link 2713,23.7906663,90.30975,345.0,A,LRP003,"Paturia 76 km,Nabinagar 19 km"
N5,1004132,bridge,bridge 1321,23.7913886,90.3071944,5.0,B,LRP003a,ZARFUL BOX CULVERT
N5,1004133,link,link 2714,23.7927497,90.3000833,750.0,A,LRP004,"Paturia 75 km,Nabinagar 18 km"
N5,1004134,bridge,bridge 1322,23.7942774,90.2944997,19.3,C,LRP004a,BOYLAPUR BOX CULVERT(L)
N5,1004135,link,link 2715,23.794333,90.2943052,20.0,A,LRP004b,Bridge end
N5,1004136,link,link 2716,23.7951108,90.2906386,385.0,A,LRP005,Km post missing
N5,1004137,bridge,bridge 1323,23.795085038666667,90.28384270466668,41.65,C,LRP005a,ZADIR CHAR BRIDGE(R)
N5,1004138,bridge,bridge 1324,23.795083,90.2833049,41.6,B,LRP005b,Zadir Char Bridge(Right)
N5,1004139,link,link 2717,23.794833,90.2810549,230.0,A,LRP006,"Paturia 73 km,Nabinagar 16 km"
N5,1004140,link,link 2718,23.7931663,90.2715271,1000.0,A,LRP007,"Paturia 72 km,Nabinagar 15 km"
N5,1004141,link,link 2719,23.7931663,90.2713049,20.0,A,LRP007a,R504 to Manikganj
N5,1004142,link,link 2720,23.7984997,90.2633056,1040.0,A,LRP008,"Paturia 71 km,Nabinagar 14 km"
N5,1004143,bridge,bridge 1325,23.8005278,90.2628056,20.5,C,LRP008a,GWRPUL BRIDGE(R)
N5,1004144,bridge,bridge 1326,23.8008333,90.2627778,20.6,B,LRP008b,Jorpul Bridge(Right)
N5,1004145,link,link 2721,23.8065278,90.2603056,685.0,A,LRP009,"Paturia 70 km,Nabinagar 13 km"
N5,1004146,link,link 2722,23.8148611,90.2571944,1000.0,A,LRP010,"Paturia 69 km,Nabinagar 12 km"
N5,1004147,bridge,bridge 1327,23.8175827,90.2573056,120.0,C,LRP010a,FULBARIA BRIDGE(R)
N5,1004148,bridge,bridge 1328,23.8188049,90.2573611,126.0,A,LRP010b,Fulbaria Bridge(Right)
N5,1004149,bridge,bridge 1329,23.822416,90.2575556,76.0,A,LRP010c,"P,C GIRDER BODDER PARA BRIDGE(R)"
N5,1004150,bridge,bridge 1330,23.823166,90.2576389,75.7,A,LRP010d,Bank Town Bridge(right)
N5,1004151,link,link 2723,23.8238049,90.25775,72.0,A,LRP011,"Paturia 68 km,Nabinagar 11 km"
N5,1004152,link,link 2724,23.832666,90.2588889,1000.0,A,LRP012,"Paturia 67 km,Nabinagar 10km"
N5,1004153,link,link 2725,23.839333,90.2570556,1000.0,A,LRP013,"Paturia 66 km,Nabinagar 09 km"
N5,1004154,link,link 2726,23.8499719,90.2581111,1000.0,A,LRP014,Km post missing
N5,1004155,link,link 2727,23.8581111,90.2619722,1000.0,A,LRP015,Km post missing
N5,1004156,link,link 2728,23.8637222,90.2679438,885.0,A,LRP016,"Paturia 63 km,Nabinagar 6 km"
N5,1004157,link,link 2729,23.8711382,90.2727771,995.0,A,LRP017,"Paturia 62 km,Nabinagar 5 km"
N5,1004158,link,link 2730,23.8805271,90.2727771,1030.0,A,LRP018,"Paturia 61 km,Nabinagar 4 km"
