agent_id,name,road,lat,lon,length_m,condition,betweenness,daily_tonnes,criticality_score,condition_weight,flood_risk,vulnerability_score
1001358,bridge 423,N102,23.5501111,91.0661389,3.0,A,0.4110431193343226,18882.7,7761.603909454213,1,0.5,0.5
1001362,bridge 424,N102,23.5605,91.0553056,3.2,A,0.4107648053553008,18882.7,7756.348590082539,1,0.5,0.5
1001363,bridge 425,N102,23.5501944,91.0549722,3.0,C,0.4106956828139841,18882.7,7755.043369871618,3,0.5,1.5
1001368,bridge 426,N102,23.5825549,91.0352497,5.7,A,0.4104213812252235,18882.7,7749.863815261528,1,0.5,0.5
1001371,bridge 427,N102,23.5879997,91.0158333,3.0,A,0.4103296433933441,18882.7,7748.131557303499,1,0.5,0.5
1001373,bridge 428,N102,23.5911108,91.0077778,6.2,C,0.41027000468355374,18882.7,7747.00541743814,3,0.5,1.5
1001375,bridge 429,N102,23.5944441,90.9996663,6.0,A,0.41021054835513887,18882.7,7745.882721425581,1,0.5,0.5
1001376,bridge 430,N102,23.5965552,90.9971108,2.5,A,0.4101804554281804,18882.7,7745.314485713702,1,0.5,0.5
1001380,bridge 431,N102,23.6080278,90.9883608,4.6,B,0.41006245467822816,18882.7,7743.08631295258,2,0.5,1.0
1001381,bridge 432,N102,23.6102778,90.985333,1.3,A,0.4100330912767718,18882.7,7742.531852651899,1,0.5,0.5
1001383,bridge 433,N102,23.6165278,90.9769438,9.6,A,0.40997381732973237,18882.7,7741.412600492138,1,0.5,0.5
1001386,bridge 434,N102,23.623916,90.9726382,33.4,A,0.4098853623626121,18882.7,7739.742331884496,1,0.5,0.5
1001389,bridge 435,N102,23.6341663,90.9707771,113.8,A,0.40979836644649587,18882.7,7738.099614099247,1,0.5,0.5
1001393,bridge 436,N102,23.6430552,90.9710827,9.4,A,0.40967963617104164,18882.7,7735.857665926928,1,0.5,0.5
1001395,bridge 437,N102,23.6505,90.9713327,9.3,A,0.4096183560288717,18882.7,7734.700531386376,1,0.5,0.5
1001397,bridge 438,N102,23.6575833,90.9800827,6.1,B,0.40955671112395076,18882.7,7733.5365091402255,2,0.5,1.0
1001399,bridge 439,N102,23.6587222,90.9820271,51.25,C,0.4094939719307768,18882.7,7732.35182377728,3,0.5,1.5
1001401,bridge 440,N102,23.6611667,90.9861108,12.3,A,0.4094297736865988,18882.7,7731.139587591939,1,0.5,0.5
1001403,bridge 441,N102,23.6646667,90.9918052,6.0,A,0.40936466353554324,18882.7,7729.910132142602,1,0.5,0.5
1001404,bridge 442,N102,23.6657222,90.9934719,52.0,C,0.40933165250657666,18882.7,7729.286794785935,3,0.5,1.5
1001406,bridge 443,N102,23.6674993,90.9962219,12.6,A,0.40926453616039055,18882.7,7728.019456955807,1,0.5,0.5
1001408,bridge 444,N102,23.6711938,91.0019444,24.5,C,0.4091959607632004,18882.7,7726.724568303285,3,0.5,1.5
1001411,bridge 445,N102,23.6738327,91.0061389,4.5,B,0.40909309766741514,18882.7,7724.7822353245,2,0.5,1.0
1001412,bridge 446,N102,23.6748049,91.0076944,6.0,B,0.4090589923501956,18882.7,7724.138234851039,2,0.5,1.0
1001413,bridge 447,N102,23.6780271,91.0126667,12.6,C,0.409024522270225,18882.7,7723.487346671978,3,0.5,1.5
1001416,bridge 448,N102,23.6821104,91.0187493,9.5,C,0.40891892345380715,18882.7,7721.493355901204,3,0.5,1.5
1001418,bridge 449,N102,23.684083,91.0217216,9.2,C,0.4088467004291069,18882.7,7720.129590192698,3,0.5,1.5
1001420,bridge 450,N102,23.684583,91.0264716,9.4,A,0.4087730183534026,18882.7,7718.738273661795,1,0.5,0.5
1001423,bridge 451,N102,23.6891386,91.0289438,3.0,C,0.4086635895280991,18882.7,7716.671961982237,3,0.5,1.5
1001424,bridge 452,N102,23.6922497,91.033166,9.5,A,0.4086269308716225,18882.7,7715.979747569587,1,0.5,0.5
1001426,bridge 453,N102,23.6955552,91.0379441,35.5,C,0.40855251927041614,18882.7,7714.574655627487,3,0.5,1.5
1001428,bridge 454,N102,23.6999441,91.0441386,9.3,B,0.40847719576233227,18882.7,7713.152344421392,2,0.5,1.0
1001431,bridge 455,N102,23.7014722,91.0462219,6.5,A,0.40836174835163713,18882.7,7710.972385599459,1,0.5,0.5
1001432,bridge 456,N102,23.7042222,91.05,12.2,A,0.4083225363559034,18882.7,7710.231957247617,1,0.5,0.5
1001434,bridge 457,N102,23.70525,91.0513333,12.2,A,0.4082430180761829,18882.7,7708.730437427139,1,0.5,0.5
1001437,bridge 458,N102,23.7083056,91.05525,12.6,C,0.4081385135480181,18882.7,7706.757109773162,3,0.5,1.5
1001439,bridge 459,N102,23.7117222,91.0592778,4.8,A,0.4080699381508279,18882.7,7705.462221120639,1,0.5,0.5
1001442,bridge 460,N102,23.7148611,91.0632222,12.5,A,0.4079643393344101,18882.7,7703.468230349867,1,0.5,0.5
1001444,bridge 461,N102,23.717618285562637,91.06656204161358,6.2,A,0.40789211630970984,18882.7,7702.104464641358,1,0.5,0.5
1001446,bridge 462,N102,23.7219993,91.0720271,17.2,B,0.40781843423400554,18882.7,7700.713148110457,2,0.5,1.0
1001449,bridge 463,N102,23.7250827,91.0765271,52.4,B,0.4077084582645756,18882.7,7698.636504872502,2,0.5,1.0
1001452,bridge 464,N102,23.7329438,91.0811938,12.3,B,0.4076041361177863,18882.7,7696.666621071324,2,0.5,1.0
1001455,bridge 465,N102,23.7511944,91.0933886,12.2,A,0.407499084445495,18882.7,7694.682961858948,1,0.5,0.5
1001459,bridge 466,N102,23.7554167,91.0981386,37.0,A,0.40735646220984945,18882.7,7691.989868969925,1,0.5,0.5
1001461,bridge 467,N102,23.75724898301887,91.1003286018868,18.6,B,0.40728350965964716,18882.7,7690.61232785022,2,0.5,1.0
1001464,bridge 468,N102,23.7611111,91.1048056,6.0,A,0.4071713451137111,18882.7,7688.4943583786735,1,0.5,0.5
1001466,bridge 469,N102,23.76984916734694,91.11480456870748,14.5,A,0.40709583922425174,18882.7,7687.068603319779,1,0.5,0.5
1001469,bridge 470,N102,23.7749993,91.1206938,12.0,C,0.4069814861018097,18882.7,7684.909307614642,3,0.5,1.5
1001471,bridge 471,N102,23.7816382,91.128666,12.6,B,0.40690525068684824,18882.7,7683.46977714455,2,0.5,1.0
1001473,bridge 472,N102,23.7844441,91.1330827,16.06,B,0.40682901527188686,18882.7,7682.030246674459,2,0.5,1.0
1001476,bridge 473,N102,23.7913608,91.1437497,12.2,A,0.40671502691219574,18882.7,7679.877838674919,1,0.5,0.5
1001478,bridge 474,N102,23.79335444201681,91.14680965042017,17.3,C,0.40664225674336896,18882.7,7678.503741408013,3,0.5,1.5
1001482,bridge 475,N102,23.80675,91.1513056,49.75,B,0.4064967164057154,18882.7,7675.755546874202,2,0.5,1.0
1001485,bridge 476,N102,23.8141944,91.1528889,36.8,B,0.4063869228176609,18882.7,7673.682347489046,2,0.5,1.0
1001489,bridge 477,N102,23.8298327,91.1551389,8.7,B,0.4062426591496359,18882.7,7670.958259924831,2,0.5,1.0
1001491,bridge 478,N102,23.8323327,91.1555278,4.6,A,0.40617043612493564,18882.7,7669.594494216322,1,0.5,0.5
1001494,bridge 479,N102,23.8450274,91.1571389,166.3,B,0.4060593658672526,18882.7,7667.497187861572,2,0.5,1.0
1001498,bridge 480,N102,23.8606111,91.1552222,34.2,B,0.40591346076684803,18882.7,7664.742105622162,2,0.5,1.0
1001501,bridge 481,N102,23.8632222,91.1519444,3.0,B,0.40580713242492816,18882.7,7662.734339440191,2,0.5,1.0
1001502,bridge 482,N102,23.8663333,91.1479997,16.38,C,0.40577120329395355,18882.7,7662.055900438737,3,0.5,1.5
1001509,bridge 483,N102,23.8840274,91.1340274,5.5,A,0.40552717701352686,18882.7,7657.448025393324,1,0.5,0.5
1001510,bridge 484,N102,23.892357146358545,91.1312245987395,5.6,A,0.40549234217080526,18882.7,7656.790249508665,1,0.5,0.5
1001512,bridge 485,N102,23.8946386,91.1300827,21.25,C,0.4054232196294886,18882.7,7655.485029297744,3,0.5,1.5
1001516,bridge 486,N102,23.9056389,91.1258327,50.25,C,0.4052835154958512,18882.7,7652.847038053509,3,0.5,1.5
1001519,bridge 487,N102,23.9152778,91.122666,5.6,A,0.4051757281029273,18882.7,7650.8117210491455,1,0.5,0.5
1001521,bridge 488,N102,23.9238049,91.1198327,5.6,A,0.4051036874596025,18882.7,7649.451399193436,1,0.5,0.5
1001523,bridge 489,N102,23.9278049,91.1185271,12.0,B,0.40503128205352673,18882.7,7648.08418963213,2,0.5,1.0
1001528,bridge 490,N102,23.949583,91.1169993,3.0,B,0.40485035972902506,18882.7,7644.667887655261,2,0.5,1.0
1001530,bridge 491,N102,23.9551944,91.1163889,90.6,C,0.4047766776533207,18882.7,7643.276571124359,3,0.5,1.5
1001545,bridge 492,N102,24.0016944,91.1095833,16.68,C,0.40422497399241586,18882.7,7632.858916406592,3,0.5,1.5
1001548,bridge 493,N102,24.0098333,91.1093333,3.0,A,0.40411116801410024,18882.7,7630.709952259851,1,0.5,0.5
1001549,bridge 494,N102,24.0132778,91.1097222,6.5,B,0.40407268554386855,18882.7,7629.983299319207,2,0.5,1.0
1001551,bridge 495,N102,24.0173882,91.1103056,7.0,A,0.4039946263151521,18882.7,7628.509330321122,1,0.5,0.5
1001553,bridge 496,N102,24.0275271,91.1124444,3.0,B,0.40391674946781114,18882.7,7627.038805175838,2,0.5,1.0
1001556,bridge 497,N102,24.045833,91.1146667,3.0,A,0.403802396345369,18882.7,7624.8795094707,1,0.5,0.5
1001559,bridge 498,N104,23.0092778,91.3952497,3.65,A,0.0006038647342995169,11409.727272727272,6.889931927975406,1,0.5,0.5
1001563,bridge 500,N104,23.0098611,91.3737216,2.7,C,0.06817689388467953,11409.727272727272,777.8797655258612,3,0.5,1.5
1001567,bridge 501,N104,23.0045556,91.3546389,2.7,B,0.06592849628744472,11409.727272727272,752.2261621407567,2,0.5,1.0
1001572,bridge 502,N104,22.983583,91.3389997,1.9,A,0.06310979212900346,11409.727272727272,720.0655164304397,1,0.5,0.5
1001573,bridge 503,N104,22.9825827,91.3375274,89.23,B,0.06254495700906217,11409.727272727272,713.6209017578514,2,0.5,1.0
1001577,bridge 504,N104,22.9715827,91.3343608,2.8,C,0.0602819689017869,11409.727272727272,687.8008246324152,3,0.5,1.5
1001579,bridge 505,N104,22.9611111,91.3330549,3.0,A,0.059148286271643195,11409.727272727272,674.8658150086475,1,0.5,0.5
1001581,bridge 506,N104,22.9538611,91.326166,48.1,A,0.05801314459049545,11409.727272727272,661.9141580108466,1,0.5,0.5
1001585,bridge 507,N104,22.9465274,91.3168604,3.0,C,0.05573848407518782,11409.727272727272,635.9609018931452,3,0.5,1.5
1001590,bridge 508,N104,22.9380552,91.2974163,4.4,C,0.05288695126915552,11409.727272727272,603.4256902670819,3,0.5,1.5
1001594,bridge 509,N104,22.9411108,91.2764716,6.0,A,0.05059915929481147,11409.727272727272,577.322607783082,1,0.5,0.5
1001602,bridge 510,N104,22.953,91.2419997,3.1,C,0.04600606673407482,11409.727272727272,524.9166743266844,3,0.5,1.5
1001604,bridge 511,N104,22.9576944,91.2321104,9.25,C,0.04485414596638055,11409.727272727272,511.7735725275021,3,0.5,1.5
1001608,bridge 512,N104,22.9573333,91.2218882,2.8,B,0.04254592727797986,11409.727272727272,485.437426807038,2,0.5,1.0
1001612,bridge 513,N104,22.9545278,91.2077222,2.5,A,0.04023187238556298,11409.727272727272,459.0346915904411,1,0.5,0.5
1001615,bridge 514,N104,22.9523611,91.1869997,2.7,C,0.03849250120736471,11409.727272727272,439.18894082115656,3,0.5,1.5
1001617,bridge 515,N104,22.9496108,91.1749438,9.1,A,0.03733109660814413,11409.727272727272,425.93763109075866,1,0.5,0.5
1001620,bridge 516,N104,22.9479441,91.1571111,3.0,B,0.035586253988680684,11409.727272727272,406.0294526688497,2,0.5,1.0
1001622,bridge 517,N104,22.9476941,91.147083,6.0,C,0.034421201761949995,11409.727272727272,392.7365245033689,3,0.5,1.5
1001624,bridge 518,N104,22.9468608,91.1404997,3.2,B,0.033254690484215255,11409.727272727272,379.4269489638549,2,0.5,1.0
1001627,bridge 519,N104,22.9459441,91.1264993,20.5,A,0.03150218784698057,11409.727272727272,359.43137182827184,1,0.5,0.5
1001634,bridge 520,N104,22.9446941,91.1099722,38.2,B,0.027400248330480888,11409.727272727272,312.6293606557877,2,0.5,1.0
1001637,bridge 521,N104,22.9447497,91.1047222,3.1,A,0.025636802810715856,11409.727272727272,292.50892821495586,1,0.5,0.5
1001638,bridge 522,N104,22.944733803539823,91.10472080707964,6.5,A,0.02504825811195882,11409.727272727272,285.7937937143287,1,0.5,0.5
1001641,bridge 523,N104,22.9360274,91.1042222,3.2,C,0.023280435439181648,11409.727272727272,265.62341915139734,3,0.5,1.5
1001644,bridge 524,N104,22.9226938,91.1027222,18.6,B,0.02150932990164537,11409.727272727272,245.4155879968914,2,0.5,1.0
1001649,bridge 525,N104,22.9066111,91.1007778,6.2,D,0.018550192084064682,11409.727272727272,211.65263253588236,4,0.5,2.0
1001660,bridge 526,N104,22.87139801896552,91.09690368017242,1.0,C,0.012007989763298156,11409.727272727272,137.00788829293288,3,0.5,1.5
1001662,bridge 527,N104,22.870666,91.0968886,6.4,A,0.010813756516486547,11409.727272727272,123.38201264678882,1,0.5,0.5
1001666,bridge 528,N104,22.8653333,91.0970274,6.5,A,0.008420912869851192,11409.727272727272,96.08031923240122,1,0.5,0.5
1001673,bridge 529,N104,22.8414441,91.0982219,2.0,B,0.004219393122325377,11409.727272727272,48.142124782153736,2,0.5,1.0
1001674,bridge 530,N104,22.8413886,91.0983608,3.0,A,0.003617716964531929,11409.727272727272,41.27716391522807,1,0.5,0.5
1001683,bridge 531,N105,23.6993052,90.5515278,6.25,A,0.07816263895637,48781.142857142855,3812.8628570219644,1,0.5,0.5
1001685,bridge 532,N105,23.7072222,90.5596389,6.1,A,0.07807892590501286,48781.142857142855,3808.7792387047043,1,0.5,0.5
1001687,bridge 533,N105,23.7161944,90.5700827,6.0,A,0.078003602396929,48781.142857142855,3805.1048718963643,1,0.5,0.5
1001693,bridge 534,N105,23.7310549,90.5872774,6.0,A,0.07780590098588076,48781.142857142855,3795.4607711209615,1,0.5,0.5
1002030,bridge 535,N105,23.7853886,90.5691104,546.0,A,0.11192143156248313,48781.142857142855,5459.655341825427,1,0.5,0.5
1001717,bridge 536,N105,23.828166,90.5633611,10.4,A,0.04715652845076505,48781.142857142855,2300.3493510036915,1,0.5,0.5
1001718,bridge 537,N105,23.8305827,90.5622222,6.2,A,0.04658147997379544,48781.142857142855,2272.2978290988544,1,0.5,0.5
1001722,bridge 538,N105,23.8382219,90.5550278,4.6,A,0.04427763843840689,48781.142857142855,2159.913806040846,1,0.5,0.5
1001741,bridge 539,N105,23.8796938,90.5023611,4.5,A,0.033254690484215255,48781.142857142855,1622.2018071805735,1,0.5,0.5
1001742,bridge 540,N105,23.8854719,90.4979997,4.5,A,0.03267088770122137,48781.142857142855,1593.723240222951,1,0.5,0.5
1001745,bridge 541,N105,23.8859163,90.4924441,4.5,A,0.030917290775733648,48781.142857142855,1508.180778086888,1,0.5,0.5
1001752,bridge 542,N105,23.9028611,90.4802771,4.5,A,0.02681279791997689,48781.142857142855,1307.9589257340954,1,0.5,0.5
1001753,bridge 543,N105,23.9069167,90.4788882,1.0,A,0.026224982746721876,48781.142857142855,1279.2846297939464,1,0.5,0.5
1001755,bridge 544,N105,23.9117222,90.4734716,3.4,A,0.02504825811195882,48781.142857142855,1221.8826572820506,1,0.5,0.5
1001761,bridge 545,N105,23.9240549,90.4591944,5.0,A,0.02150932990164537,48781.142857142855,1049.2496946935773,1,0.5,0.5
1001763,bridge 546,N105,23.9279716,90.4543611,13.0,A,0.02032676906286613,48781.142857142855,991.5630254798245,1,0.5,0.5
1001766,bridge 547,N105,23.9340274,90.4473052,4.5,A,0.018550192084064682,48781.142857142855,904.8995700801999,1,0.5,0.5
1001772,bridge 548,N105,23.946333,90.4287493,7.0,A,0.014987189532184477,48781.142857142855,731.092233596567,1,0.5,0.5
1001774,bridge 549,N105,23.9496663,90.4143889,3.0,A,0.013796603912882982,48781.142857142855,673.0141064177609,1,0.5,0.5
1001778,bridge 550,N105,23.95225,90.4038889,3.0,A,0.011411055521267857,48781.142857142855,556.644329533756,1,0.5,0.5
1001779,bridge 551,N105,23.9563611,90.40125,3.0,A,0.010813756516486547,48781.142857142855,527.5074014530898,1,0.5,0.5
1001799,bridge 552,N106,22.3974997,91.8200271,2.1,C,0.11880687563195147,7805.333333333333,927.3272665992585,3,0.9,2.7
1001800,bridge 553,N106,22.3990552,91.8198049,3.0,A,0.11827924631261336,7805.333333333333,923.2089438853848,1,0.9,0.9
1001801,bridge 554,N106,22.4004722,91.8193604,2.1,C,0.11775125223052423,7805.333333333333,919.0877740766517,3,0.9,2.7
1001804,bridge 555,N106,22.4060278,91.818666,3.0,A,0.11616508140775077,7805.333333333333,906.7071820812973,1,0.9,0.9
1001806,bridge 556,N106,22.4121667,91.8185549,12.3,A,0.11510581037881341,7805.333333333333,898.4392186100982,1,0.9,0.9
1001808,bridge 557,N106,22.4156389,91.819166,18.78,C,0.114045080298872,7805.333333333333,890.1598667594623,3,0.9,2.7
1001810,bridge 558,N106,22.4223882,91.8200271,4.0,A,0.11298289116792656,7805.333333333333,881.8691265293894,1,0.9,0.9
1001811,bridge 559,N106,22.4244438,91.8197771,3.3,C,0.11245124945832731,7805.333333333333,877.7194857720641,3,0.9,2.7
1001813,bridge 560,N106,22.4309993,91.8199993,4.5,C,0.11138687175087579,7805.333333333333,869.4116629728358,3,0.9,2.7
1001819,bridge 561,N106,22.4515,91.8175827,8.8,C,0.10818498432249696,7805.333333333333,844.4198642985295,3,0.9,2.7
1001820,bridge 562,N106,22.4535833,91.8173049,6.0,C,0.10765005974813861,7805.333333333333,840.2445996874712,3,0.9,2.7
1001822,bridge 563,N106,22.4555,91.8171382,8.0,A,0.10657911631116888,7805.333333333333,831.8855291807769,1,0.9,0.9
1001823,bridge 564,N106,22.45725,91.8168882,8.2,A,0.10604309744855751,7805.333333333333,827.7017232851409,1,0.9,0.9
1001826,bridge 565,N106,22.4658611,91.8163889,9.4,B,0.1044328522842173,7805.333333333333,815.1332230290774,2,0.9,1.8
1001830,bridge 566,N106,22.4786104,91.8131667,10.2,A,0.10228075205324953,7805.333333333333,798.3353633596303,1,0.9,0.9
1001836,bridge 567,N106,22.4984441,91.8070833,3.8,C,0.09904165882426752,7805.333333333333,773.0531610096828,3,0.9,2.7
1001842,bridge 568,N106,22.5048889,91.8271104,9.5,B,0.0957894341362491,7805.333333333333,747.668463244803,2,0.9,1.8
1001844,bridge 569,N106,22.5073056,91.8328604,63.86,C,0.09470244113823487,7805.333333333333,739.1841205643025,3,0.9,2.7
1001848,bridge 570,N106,22.5109167,91.8414163,34.2,C,0.09252407798919426,7805.333333333333,722.1812700649909,3,0.9,2.7
1001852,bridge 571,N106,22.5160556,91.8481663,37.3,C,0.09033987863613749,7805.333333333333,705.1328660479318,3,0.9,2.7
1001854,bridge 572,N106,22.5162222,91.8545278,102.69,C,0.08924559038310302,7805.333333333333,696.5915814702468,3,0.9,2.7
1001856,bridge 573,N106,22.51876206875,91.86058128557691,3.0,A,0.08814984307906451,7805.333333333333,688.0389085131249,1,0.9,0.9
1001858,bridge 574,N106,22.5198882,91.8632222,25.3,C,0.08705263672402196,7805.333333333333,679.474847176566,3,0.9,2.7
1001862,bridge 575,N106,22.5230271,91.8700827,12.4,A,0.08485384686092472,7805.333333333333,662.3125593651376,1,0.9,0.9
1001864,bridge 576,N106,22.5264993,91.8728604,3.0,A,0.08375226335287003,7805.333333333333,653.7143328902682,1,0.9,0.9
1001867,bridge 577,N106,22.5288882,91.878416,37.78,A,0.0820971523701554,7805.333333333333,640.7956399665196,1,0.9,0.9
1001869,bridge 578,N106,22.5322771,91.8896386,24.69,C,0.08099192123459059,7805.333333333333,632.1689425430577,3,0.9,2.7
1001870,bridge 579,N106,22.5322771,91.8898886,24.0,B,0.08043875852268167,7805.333333333333,627.851323189038,2,0.9,1.8
1001874,bridge 580,N106,22.533333,91.8980552,24.13,C,0.07822246004753589,7805.333333333333,610.5523748243668,3,0.9,2.7
1001875,bridge 581,N106,22.5334997,91.8993608,4.3,C,0.07766747352187191,7805.333333333333,606.2205199960508,3,0.9,2.7
1001880,bridge 582,N106,22.5349163,91.9058611,3.0,A,0.07488706945228685,7805.333333333333,584.5185394315829,1,0.9,0.9
1001884,bridge 583,N106,22.5349441,91.9155556,9.4,A,0.0726561804671006,7805.333333333333,567.1057072725425,1,0.9,0.9
1001890,bridge 584,N106,22.5359163,91.9287216,12.2,C,0.06929890410679086,7805.333333333333,540.9010461882049,3,0.9,2.7
1001892,bridge 585,N106,22.5369719,91.9355274,6.0,C,0.06817689388467953,7805.333333333333,532.1433824012186,3,0.9,2.7
1001897,bridge 586,N106,22.5386663,91.9561389,14.6,A,0.06536548498125849,7805.333333333333,510.19939877371627,1,0.9,0.9
1001901,bridge 587,N106,22.538333,91.9667216,18.0,A,0.06310979212900346,7805.333333333333,492.5929641642483,1,0.9,0.9
1001903,bridge 588,N106,22.5406108,91.9691104,11.7,A,0.06197975712636987,7805.333333333333,483.77266429035893,1,0.9,0.9
1001904,bridge 589,N106,22.5406108,91.9692771,1.2,A,0.061414192480926555,7805.333333333333,479.3582437111254,1,0.9,0.9
1001906,bridge 590,N106,22.5412497,91.973166,6.0,C,0.0602819689017869,7805.333333333333,470.5208612680807,3,0.9,2.7
1001907,bridge 591,N106,22.5413886,91.9742216,4.5,A,0.05971530996809055,7805.333333333333,466.09789940426947,1,0.9,0.9
1001911,bridge 592,N106,22.5418052,91.977166,5.2,C,0.057445026605795056,7805.333333333333,448.3775810004323,3,0.9,2.7
1001912,bridge 593,N106,22.5404997,91.9781104,5.3,B,0.056876543858343655,7805.333333333333,443.94038366232496,2,0.9,1.8
1001913,bridge 594,N106,22.5394441,91.9801938,2.0,D,0.05630769634814124,7805.333333333333,439.5003392293584,4,0.9,3.6
1001916,bridge 595,N106,22.5396108,91.9833049,3.0,A,0.05459896524102793,7805.333333333333,426.16312336130335,1,0.9,0.9
1001917,bridge 596,N106,22.5404163,91.9842774,3.0,A,0.05402865867982147,7805.333333333333,421.7116905488998,1,0.9,0.9
1001918,bridge 597,N106,22.542083,91.9851941,1.5,A,0.053457987355863996,7805.333333333333,417.2574106416371,1,0.9,0.9
1001919,bridge 598,N106,22.5429719,91.9854163,3.0,A,0.05288695126915552,7805.333333333333,412.8002836395152,1,0.9,0.9
1001920,bridge 599,N106,22.5443886,91.9855552,6.0,A,0.05231555041969602,7805.333333333333,408.340309542534,1,0.9,0.9
1001922,bridge 600,N106,22.5464441,91.987583,12.3,A,0.051171654432524,7805.333333333333,399.41182006399396,1,0.9,0.9
1001930,bridge 601,N106,22.5458886,91.9983608,4.5,A,0.04658147997379544,7805.333333333333,363.5839783554647,1,0.9,0.9
1001931,bridge 602,N106,22.5454719,92.0003333,4.4,B,0.04600606673407482,7805.333333333333,359.09268621503196,2,0.9,1.8
1001932,bridge 603,N106,22.5455274,92.0050278,1.8,A,0.045430288731603194,7805.333333333333,354.5985469797401,1,0.9,0.9
1001934,bridge 604,N106,22.5439719,92.0088611,3.0,A,0.04427763843840689,7805.333333333333,345.60172722457855,1,0.9,0.9
1001937,bridge 605,N106,22.5481941,92.012,5.0,A,0.04254592727797986,7805.333333333333,332.08514438039214,1,0.9,0.9
1001938,bridge 606,N106,22.549833,92.0133056,2.2,D,0.04196796069900215,7805.333333333333,327.5739225759448,4,0.9,3.6
1001943,bridge 607,N106,22.5530278,92.0179716,1.9,A,0.03907265636284848,7805.333333333333,304.97510713082,1,0.9,0.9
1001947,bridge 608,N106,22.5585278,92.0325827,4.5,A,0.03674984716440732,7805.333333333333,286.84480706725395,1,0.9,0.9
1001949,bridge 609,N106,22.5611111,92.0359997,95.0,D,0.035586253988680684,7805.333333333333,277.76257446631564,4,0.9,3.6
1001953,bridge 610,N106,22.5707771,92.0409163,6.6,A,0.033254690484215255,7805.333333333333,259.56394412612815,1,0.9,0.9
1001954,bridge 611,N106,22.5746938,92.0427497,9.4,A,0.03267088770122137,7805.333333333333,255.00716880393318,1,0.9,0.9
1001956,bridge 612,N106,22.5762493,92.0440274,1.5,A,0.03150218784698057,7805.333333333333,245.88507687496568,1,0.9,0.9
1001957,bridge 613,N106,22.5774993,92.0454719,3.0,A,0.030917290775733648,7805.333333333333,241.31976026819302,1,0.9,0.9
1001961,bridge 614,N106,22.5839441,92.0558611,11.2,A,0.028574054863235856,7805.333333333333,223.03002289251026,1,0.9,0.9
1001963,bridge 615,N106,22.5869163,92.0629722,14.8,B,0.027400248330480888,7805.333333333333,213.86807163551347,2,0.9,1.8
1001965,bridge 616,N106,22.5935552,92.0714716,3.0,A,0.026224982746721876,7805.333333333333,204.6947319990798,1,0.9,0.9
1001975,bridge 617,N106,22.6094444,92.0973886,1.0,A,0.02032676906286613,7805.333333333333,158.65720812535776,1,0.9,0.9
1001977,bridge 618,N106,22.6188049,92.1027778,3.0,C,0.019142749173082844,7805.333333333333,149.4155382123026,3,0.9,2.7
1001978,bridge 619,N106,22.6192493,92.1031944,1.5,A,0.018550192084064682,7805.333333333333,144.7904326134862,1,0.9,0.9
1001980,bridge 620,N106,22.6221104,92.1066111,1.0,A,0.017363983617775327,7805.333333333333,135.5316801312757,1,0.9,0.9
1001981,bridge 621,N106,22.622916,92.1081111,1.0,A,0.016770332240504133,7805.333333333333,130.89803324788159,1,0.9,0.9
1001984,bridge 622,N106,22.6277771,92.1130833,2.0,B,0.014987189532184477,7805.333333333333,116.9800100285439,2,0.9,1.8
1001985,bridge 623,N106,22.6287216,92.1128056,1.2,A,0.014392079103909236,7805.333333333333,112.33497476571289,1,0.9,0.9
1001991,bridge 624,N106,22.6400552,92.1198604,2.0,A,0.010813756516486547,7805.333333333333,84.40497419668299,1,0.9,0.9
1002013,bridge 625,N2,23.7182771,90.5156944,36.7,C,0.01091899057015336,28494.931034482757,311.13588326268757,3,0.4,1.2000000000000002
1002035,bridge 627,N2,23.7977219,90.5808882,4.9,B,0.08360362253183284,28494.931034482757,2382.2794582775055,2,0.4,0.8
1002037,bridge 628,N2,23.8044167,90.5869163,3.5,B,0.08347431413659927,28494.931034482757,2378.5948244731453,2,0.4,0.8
1002039,bridge 629,N2,23.8141389,90.5946941,3.4,A,0.08334427621586368,28494.931034482757,2374.889402889917,1,0.4,0.4
1002043,bridge 630,N2,23.8240271,90.6041389,72.15,C,0.08308018798413136,28494.931034482757,2367.364226939686,3,0.4,1.2000000000000002
1002045,bridge 631,N2,23.829666,90.6093056,4.5,A,0.08294595529175913,28494.931034482757,2363.5392756279666,1,0.4,0.4
1002047,bridge 632,N2,23.8342497,90.6139444,8.3,B,0.08281026354838286,28494.931034482757,2359.672748758511,2,0.4,0.8
1002050,bridge 633,N2,23.8420274,90.6225549,8.3,A,0.08260399021268587,28494.931034482757,2353.795004283573,1,0.4,0.4
1002052,bridge 634,N2,23.8455274,90.6272216,4.0,A,0.08246629227417902,28494.931034482757,2349.8713110222293,1,0.4,0.4
1002053,bridge 635,N2,23.8498608,90.6315827,8.0,A,0.08239716973286235,28494.931034482757,2347.9016689744826,1,0.4,0.4
1002055,bridge 636,N2,23.8552222,90.6386941,4.0,B,0.08225783036197597,28494.931034482757,2343.931203210687,2,0.4,0.8
1002058,bridge 637,N2,23.8551389,90.6522778,4.0,A,0.08204827416151986,28494.931034482757,2337.959913730842,1,0.4,0.4
1002059,bridge 638,N2,23.8548333,90.6585556,4.0,A,0.08197842209470116,28494.931034482757,2335.969483904227,1,0.4,0.4
