,road,chainage,lrp,lat,lon,gap,type,name
25735,Z1441,21.254,LRP021,22.8730549,91.2750271,,KmPost,Bashurhat 1 km
25736,Z1441,21.462,LRP021a,22.8733882,91.2772216,,"SideRoad,Right","Road to Charderbeshpur, Z1434"
25737,Z1441,21.514,LRP021b,22.8734716,91.2774716,,Culvert,Box Culvert
25738,Z1441,21.569,LRP021c,22.8735827,91.2779993,,"SideRoad,Right",Road to Chowdhurihut
25739,Z1441,21.844,LRP021d,22.8759993,91.2778882,,"SideRoad,Right",Road to chowduryhat
25740,Z1441,22.273,LRP022,22.879666,91.2788327,,KmPost,"Daghanbhiya 8 km, Bashurhat 0 km"
25741,Z1441,23.074,LRP022a,22.8696382,91.2787493,,Culvert,Box Culvert
25742,Z1441,23.374,LRP023,22.8718049,91.2784716,,KmPost,Daghanbhiya 7 km
25743,Z1441,23.637,LRP023a,22.8912497,91.2782493,,Culvert,Under road division feni Dagun bhuya.
25744,Z1441,24.374,LRP024,22.8971108,91.2777493,,KmPost,Figur omited
25745,Z1441,25.104,LRP024a,22.90125,91.273916,,Culvert,Box Culvert
25746,Z1441,25.374,LRP025,22.9034167,91.274416,,KmPost,Km post missing
25747,Z1441,25.652,LRP025a,22.9055,91.2758049,,Culvert,Box Culvert
25748,Z1441,26.374,LRP026,22.9105,91.2802216,,KmPost,Figur omited
25749,Z1441,27.34,LRP026a,22.9177493,91.2851941,,Culvert,Box Culvert
25750,Z1441,27.374,LRP027,22.9179993,91.2854163,,KmPost,Km post missing
25751,Z1441,27.622,LRP027a,22.9197771,91.286833,,Culvert,Box Culvert
25752,Z1441,27.698,LRP028,22.920166,91.2872774,,KmPost,Information missing
25753,Z1441,28.5,LRP028a,22.9257771,91.2919163,,Culvert,Box Culvert
25754,Z1441,28.726,LRP029,22.9268882,91.2936108,,KmPost,figer omited
25755,Z1441,29.673,LRP029a,22.933833,91.2983052,,Culvert,Box Culvert
25756,Z1441,29.726,LRP030,22.9341941,91.2986663,,KmPost,Km post missing
25757,Z1441,30.26,LRPE,22.9370274,91.3028611,,Others,Meet with N-104 at daghanbhiya.
25758,Z1442,0.0,LRPS,23.3371663,90.9028333,,Others,"Start of road from Z1050 at Kachua Politechnic Mor, Chandpur"
25759,Z1442,0.85,LRPSa,23.3371663,90.9028333,,Others,Kachua Dakbanglo
25760,Z1442,1.0,LRP001,23.3435552,90.8966663,,KmPost,Km post missing
25761,Z1442,1.27,LRP001a,23.3459719,90.896083,,Bridge,Start of Bridge
25762,Z1442,1.282,LRP001b,23.3459719,90.8958608,,Bridge,End of Bridge
25763,Z1442,2.0,LRP002,23.3494441,90.8913052,,KmPost,Km post missing
25764,Z1442,2.4,LRPE,23.3494719,90.8873052,,Others,End of road at Akania mor and Intersect with Z1044
25765,Z1443,0.0,LRPS,22.9815271,91.3369163,,Others,Road start from Intersection with N104 at  Selonia.
25766,Z1443,0.538,LRPSa,22.9811382,91.3318327,,Culvert,Steel Deck
25767,Z1443,1.014,LRP001,22.9808049,91.3273049,,KmPost,Senbag 13 Km
25768,Z1443,2.027,LRP001a,22.9807771,91.3181104,,Culvert,Box culvert
25769,Z1443,2.036,LRP002,22.9807771,91.3180271,,KmPost,Senbag 12 Km
25770,Z1443,2.968,LRP003,22.9844719,91.3125556,,KmPost,Senbag 11 Km
25771,Z1443,3.55,LRP003a,22.9846941,91.3068889,,"Turnoff,Left",.
25772,Z1443,3.968,LRP004,22.9817216,91.3066111,,KmPost,Km post missing
25773,Z1443,4.047,LRP004a,22.9815549,91.3058333,,Bridge,Bridge start
25774,Z1443,4.074,LRP004b,22.9815271,91.3056389,,Bridge,Bridge end
25775,Z1443,4.453,LRP004c,22.9816104,91.3017778,,Culvert,Box culvert
25776,Z1443,4.579,LRP004d,22.9817216,91.3006111,,Culvert,Box Culvert
25777,Z1443,4.972,LRP005,22.9797216,91.2979441,,KmPost,Senbag 9 Km
25778,Z1443,5.155,LRP005a,22.9796382,91.2961663,,Culvert,Box culvert
25779,Z1443,5.411,LRP005b,22.9797216,91.2936386,,Culvert,Box Culvert
25780,Z1443,5.973,LRP006,22.9817771,91.2903886,,KmPost,Senbag 8  Km
25781,Z1443,6.123,LRP006a,22.9821104,91.2892774,,Culvert,Box Culvert
25782,Z1443,6.215,LRP006b,22.981916,91.2883886,,Culvert,Box Culvert
25783,Z1443,6.417,LRP006c,22.9823604,91.2867219,,Culvert,Box Culvert
25784,Z1443,6.828,LRP006d,22.9824438,91.2827216,,Culvert,Box culvert
25785,Z1443,6.976,LRP007,22.9823604,91.2810827,,KmPost,Senbag 7 Km
25786,Z1443,7.015,LRP007a,22.9823049,91.2807493,,Culvert,Box culvert
25787,Z1443,7.137,LRP007b,22.9820827,91.2795827,,"SideRoad,Left",Road to Tulatuli  Z1030
25788,Z1443,7.478,LRP007c,22.9827493,91.276416,,Culvert,Box Culvert
25789,Z1443,7.628,LRP007d,22.9828327,91.2755271,,"SideRoad,Right",Road To Rajapur Bazer Z1030 Elahigang.
25790,Z1443,7.976,LRP008,22.9829438,91.2716104,,KmPost,Km post missing
25791,Z1443,8.024,LRP008a,22.9828882,91.2711938,,Culvert,3 V-Box culvert
25792,Z1443,8.057,LRP008b,22.9828604,91.270916,,Others,Start of Earthen Road
25793,Z1443,8.877,LRP008c,22.9831104,91.2658333,,Culvert,Start Bitu.Pav.LGED Rd
25794,Z1443,8.92,LRP009,22.9829438,91.2624722,,KmPost,Senbag 5 km
25795,Z1443,9.018,LRP009a,22.9825827,91.2638056,,Others,Start of Earthen road/Pratappur H.School more
25796,Z1443,9.101,LRP009b,22.9825827,91.2631389,,Culvert,Box culvert
25797,Z1443,9.73,LRP009c,22.9844719,91.25825,,Others,Start of Bitu .Pav.Road/Start Noakhali RHD
25798,Z1443,9.73,LRP009c,22.9844719,91.25825,,Others,Start of Bitu .Pav.Road/Start Noakhali RHD
25799,Z1443,9.95,LRP010,22.9846663,91.2563611,,KmPost,Senbag 3 Km
25800,Z1443,10.58,LRP010a,22.9866108,91.2519444,,"Turnoff,Left",Talipukurpar
25801,Z1443,10.76,LRP010b,22.9866108,91.2497774,,Culvert,Box culvert
25802,Z1443,10.899,LRP010c,22.9861386,91.2487219,,Culvert,Box Culvert
25803,Z1443,10.95,LRP011,22.9860552,91.2482219,,KmPost,Km post missing
25804,Z1443,11.19,LRP011a,22.9851386,91.2461386,,Culvert,Box Culvert
25805,Z1443,11.751,LRP011b,22.9866663,91.2414163,,Culvert,Box Culvert
25806,Z1443,11.79,LRP012,22.986833,91.241083,,KmPost,Information missing
25807,Z1443,12.37,LRP012a,22.9884163,91.2361663,,Bridge,Bridge start
25808,Z1443,12.38,LRP012b,22.9884997,91.2367774,,Bridge,Bridge End
25809,Z1443,12.523,LRP012c,22.9886941,91.2361663,,Bridge,Bridge start
25810,Z1443,12.543,LRP012d,22.9886941,91.2347774,,Bridge,Bridge End
25811,Z1443,12.59,LRP012e,22.9886941,91.2343608,,"Turnoff,Right","Turn off, Right"
25812,Z1443,12.79,LRP013,22.989833,91.2338052,,KmPost,Km post missing
25813,Z1443,12.8,LRPE,22.9898886,91.233333,,Others,Road end at Intersection with Z1421 at Senbag.
25814,Z1444,0.0,LRPS,23.0062778,91.3582778,,Others,Intersection with N104 at Temohoni.Feni
25815,Z1444,1.0,LRP001,23.0064722,91.3486108,,KmPost,Km posat missing
25816,Z1444,1.707,LRP001a,23.0071389,91.3418608,,Culvert,Box Culvert
25817,Z1444,2.0,LRP002,23.0078611,91.3391663,,KmPost,Km post missing
25818,Z1444,2.71,LRP002a,23.0076111,91.3322216,,Culvert,Box Culvert
25819,Z1444,3.0,LRP003,23.0076944,91.3294438,,KmPost,Km post missing
25820,Z1444,3.147,LRP003a,23.0073056,91.3281938,,Bridge,Bridge start
25821,Z1444,3.23,LRP003b,23.0072222,91.3273882,,Bridge,Bridge end
25822,Z1444,4.0,LRP004,23.0107778,91.3213882,,KmPost,Km post missing
25823,Z1444,4.295,LRP004a,23.0121667,91.3192216,,Culvert,Box Culvert
25824,Z1444,4.394,LRP004b,23.0123611,91.3183049,,Culvert,Box Culvert
25825,Z1444,4.851,LRP004c,23.0129167,91.3140278,,Culvert,Steel deck Box Culvert
25826,Z1444,5.0,LRP005,23.0126944,91.3126667,,KmPost,Km post missing
25827,Z1444,5.483,LRP005a,23.0149167,91.3102778,,Culvert,Box Culvert
25828,Z1444,5.7,LRP005b,23.0148611,91.3081667,,Others,Z1030 to Tulatoli
25829,Z1444,5.756,LRP005c,23.0153611,91.3081389,,Others,Z1030 to Biroli
25830,Z1444,5.82,LRP005d,23.0153889,91.3077222,,Bridge,Bridge start
25831,Z1444,5.84,LRP005e,23.0154167,91.3075833,,Bridge,Bridge end
25832,Z1444,6.0,LRP006,23.0163056,91.3066111,,KmPost,Km post missing
25833,Z1444,6.44,LRP006a,23.0191938,91.3048889,,Culvert,Box Culvert
25834,Z1444,7.0,LRP007,23.0232493,91.3027778,,KmPost,Km post missing
25835,Z1444,8.0,LRP008,23.0310549,91.3008889,,KmPost,Km post missing
25836,Z1444,9.0,LRP009,23.0283049,91.2927497,,KmPost,Km post missing
25837,Z1444,9.32,LRP009a,23.0267216,91.2905552,,Culvert,Box Culvert
25838,Z1444,10.0,LRP010,23.0266938,91.2843052,,KmPost,Km post missing
25839,Z1444,10.412,LRP010a,23.0267771,91.2803604,,Culvert,Box Culvert
25840,Z1444,11.0,LRP011,23.0268882,91.2748327,,KmPost,Km post missing
25841,Z1444,12.0,LRP012,23.0337497,91.2719993,,KmPost,Km post missing
25842,Z1444,12.572,LRP012a,23.0352219,91.2678882,,Culvert,Box Culvert
25843,Z1444,12.675,LRP013,23.0351663,91.2669716,,KmPost,Gazirhat 4 km
25844,Z1444,13.12,LRP013a,23.036083,91.2628611,,Others,Noakhali RHD start
25845,Z1444,13.12,LRP013a,23.036083,91.2628611,,Others,Noakhali RHD start
25846,Z1444,13.302,LRP013b,23.0359997,91.2609722,,Culvert,Box Culvert
25847,Z1444,13.444,LRP013c,23.0359441,91.2594167,,Culvert,Box Culvert
25848,Z1444,13.71,LRP014,23.0363052,91.2570556,,KmPost,Gazirhat 3 km
25849,Z1444,13.76,LRP014a,23.0363608,91.2564722,,Culvert,Box Culvert
25850,Z1444,14.021,LRP014b,23.0362219,91.2541111,,Culvert,Box Culvert
25851,Z1444,14.132,LRP014c,23.0362497,91.2530278,,Culvert,Box Culvert
25852,Z1444,14.772,LRP014d,23.0384719,91.2483608,,Culvert,Box Culvert
25853,Z1444,14.815,LRP015,23.0388886,91.248333,,KmPost,Gazirhat 2km
25854,Z1444,15.702,LRP016,23.0409163,91.2418052,,KmPost,Gazirhat 1 km
25855,Z1444,16.203,LRP016a,23.0415552,91.237083,,Culvert,Box Culvert
25856,Z1444,16.575,LRP016b,23.0416663,91.2335274,,Culvert,Box Culvert
25857,Z1444,16.632,LRP017,23.0417219,91.2329438,,KmPost,Gazirhat 0 km
25858,Z1444,16.69,LRPE,23.0417497,91.2323327,,Others,Intersection with Z1421 at Gazirhat.
25859,Z1445,0.0,LRPS,23.3427774,90.8973608,,Others,Road start from Z1050 at Kachua Dack Bangla .
25860,Z1445,0.334,LRPSa,23.3421108,90.8942497,,Bridge,Bridge start
25861,Z1445,0.335,LRPSb,23.342083,90.8939719,,Bridge,Bridge end
25862,Z1445,0.62,LRPSc,23.3418052,90.8914441,,"SideRoad,Left","Road to Hajigonj , Z1044"
25863,Z1445,0.787,LRPSd,23.3430552,90.8913052,,"SideRoad,Right","Road to Gouripur ,Z-1044"
25864,Z1445,0.936,LRP001,23.3431941,90.8899441,,KmPost,infor covered with dust
25865,Z1445,1.262,LRP001a,23.3434163,90.8868608,,Culvert,Box culvert
25866,Z1445,1.842,LRP001b,23.3436386,90.881166,,Bridge,Bridge start
25867,Z1445,1.852,LRP001c,23.3436108,90.881166,,Bridge,Bridge end
25868,Z1445,1.96,LRP002,23.343583,90.8779438,,KmPost,Infor. missing
25869,Z1445,2.238,LRP002a,23.3435552,90.8773327,,Culvert,Slab culvert
25870,Z1445,2.955,LRP003,23.3435274,90.8705549,,KmPost,infor covered with dust
25871,Z1445,3.923,LRP003a,23.3421663,90.8616667,,Bridge,Bridge start
25872,Z1445,3.929,LRP003b,23.3421941,90.8616111,,Bridge,Bridge end
25873,Z1445,3.95,LRP004,23.3423886,90.8613611,,KmPost,infor. missing
25874,Z1445,4.564,LRP004a,23.3426386,90.8555,,Culvert,Slab culvert
25875,Z1445,4.95,LRP005,23.3427219,90.8515278,,KmPost,Km post missing
25876,Z1445,5.252,LRP005a,23.3427219,90.8488608,,Culvert,Box culvert
25877,Z1445,5.918,LRP005b,23.3415274,90.8426386,,Bridge,Bridge start
25878,Z1445,5.93,LRP005c,23.3414719,90.8424719,,Bridge,Bridge end
25879,Z1445,5.98,LRP006,23.3414163,90.8419997,,KmPost,"Matlab 16 km,Gulbahar 1 km"
25880,Z1445,6.37,LRP006a,23.3404163,90.8381386,,Culvert,Box culvert
25881,Z1445,6.592,LRP006b,23.3402219,90.8362219,,Culvert,Box culvert
25882,Z1445,6.972,LRP007,23.3396663,90.832666,,KmPost,Infor. missing
25883,Z1445,7.141,LRP007a,23.3392497,90.8311382,,Bridge,Bridge start
25884,Z1445,7.151,LRP007b,23.3392219,90.8309993,,Bridge,Bridge end
25885,Z1445,7.475,LRP007c,23.3364997,90.830666,,Culvert,Box culvert
25886,Z1445,7.692,LRP008,23.3349441,90.8293327,,KmPost,Infor. missing
25887,Z1445,8.283,LRP008a,23.3310827,90.8259716,,Culvert,Slab culvert
25888,Z1445,8.38,LRP008b,23.3308604,90.8253604,,Bridge,Bridge start
25889,Z1445,8.55,LRP008c,23.3306938,90.8252216,,Bridge,Bridge end
25890,Z1445,8.692,LRP009,23.3297493,90.8224716,,KmPost,Km post missing
25891,Z1445,9.692,LRP010,23.3295827,90.8123333,,KmPost,Km post missing
25892,Z1445,9.765,LRP010a,23.3295271,90.8121111,,Bridge,Bridge start
25893,Z1445,9.787,LRP010b,23.3295271,90.8119722,,Bridge,Bridge end
25894,Z1445,10.341,LRP010c,23.3298604,90.8064167,,Bridge,Bridge start
25895,Z1445,10.346,LRP010d,23.3298604,90.8064444,,Bridge,Bridge end
25896,Z1445,10.692,LRP011,23.3298327,90.8021667,,KmPost,Km post missing
25897,Z1445,11.532,LRP011a,23.3345552,90.8005556,,Culvert,Box culvert
25898,Z1445,11.692,LRP012,23.3358052,90.8003056,,KmPost,Km post missing
25899,Z1445,11.802,LRP012a,23.3367219,90.8002222,,Bridge,Bridge start
25900,Z1445,11.812,LRP012b,23.3367219,90.8001111,,Bridge,Bridge end
25901,Z1445,12.355,LRP012c,23.336333,90.7948886,,Culvert,Box culvert
25902,Z1445,12.692,LRP013,23.3363052,90.7917774,,KmPost,Km post missing
25903,Z1445,13.05,LRP013a,23.3361663,90.7881108,,Culvert,Box culvert
25904,Z1445,13.692,LRP014,23.336833,90.7811104,,KmPost,Km post missing
25905,Z1445,14.111,LRP014a,23.3368052,90.7780827,,Culvert,Box culvert
25906,Z1445,14.494,LRP014b,23.3364441,90.7746382,,Culvert,Box culvert
25907,Z1445,14.496,LRP014c,23.3364441,90.7745827,,"SideRoad,Left",Road to Bakila Z-1482
25908,Z1445,14.57,LRP014d,23.3369997,90.7742493,,"SideRoad,Right",Road to Narayanpur Z-1482
25909,Z1445,14.692,LRP014e,23.3369997,90.7725549,,Culvert,2V Box culvert
25910,Z1445,14.748,LRP015,23.3371108,90.7730549,,KmPost,Km post missing
25911,Z1445,15.608,LRP016,23.3365552,90.7647222,,KmPost,2 v box Culvert
25912,Z1445,15.692,LRP016a,23.3365552,90.7647222,,Culvert,2 V Box Culvert
25913,Z1445,15.95,LRP016b,23.3362497,90.7617222,,Bridge,Bridge start
25914,Z1445,15.958,LRP016c,23.3363052,90.7616667,,Bridge,Bridge end
25915,Z1445,16.338,LRP016d,23.3358886,90.7579722,,Culvert,Box Culvert
25916,Z1445,16.692,LRP017,23.3367774,90.7549722,,KmPost,Km post missing
25917,Z1445,16.852,LRP017a,23.3375274,90.7541111,,Culvert,Slab culvert
25918,Z1445,17.03,LRP017b,23.3374441,90.7523611,,Culvert,2 V Box Culvert
25919,Z1445,17.692,LRP018,23.3368052,90.7461108,,KmPost,Km post missing
25920,Z1445,18.383,LRP018a,23.3376663,90.7398886,,Culvert,Slab  Culvert
25921,Z1445,18.692,LRP019,23.3388886,90.7377774,,KmPost,Km post missing
25922,Z1445,19.103,LRP019a,23.3371663,90.7643611,,Culvert,2 V Box Culvert
25923,Z1445,19.336,LRP019b,23.3418052,90.733583,,Culvert,2 V Box Culvert
25924,Z1445,19.692,LRP020,23.3411663,90.7352774,,KmPost,Km post missing
25925,Z1445,20.11,LRPE,23.346333,90.730416,,Others,Connect with Z1402 at Matlab- Dhakkin
25926,Z1447,0.0,LRPS,23.0992497,90.8609444,,Others,"Int. with Z 1422 at Sonapur more ,Ramganj."
25927,Z1447,0.007,LRPSa,23.0992219,90.8609167,,Bridge,Bridge Start
25928,Z1447,0.034,LRPSb,23.0990274,90.8608889,,Bridge,Bridge end
25929,Z1447,0.055,LRP001,23.0988886,90.8608889,,KmPost,Ramganj 1 km
25930,Z1447,0.52,LRP001a,23.0957497,90.8583333,,CrossRoad,Right Z 1407 end point.
25931,Z1447,0.533,LRP001b,23.0956941,90.8581944,,Bridge,Bridge Start
25932,Z1447,0.566,LRP001c,23.0955552,90.8579722,,Bridge,Bridge end
25933,Z1447,0.84,LRPE,23.0942774,90.85075,,Others,Road end Intersection with Z 1422
25934,Z1448,0.0,LRPS,22.8981108,91.2333886,,Others,Road staer of road front Z1416 at Chanderhat Chowrasta .
25935,Z1448,0.005,LRP001,22.8981386,91.2334719,,KmPost,Bashurhat 8 km
25936,Z1448,0.342,LRP001a,22.8981663,91.2366386,,Culvert,Pipe culvert
25937,Z1448,0.768,LRP001b,22.8983052,91.2408608,,Culvert,Box culvert
25938,Z1448,1.005,LRP002,22.8982497,91.2437219,,KmPost,km post missing
25939,Z1448,2.005,LRP003,22.8951386,91.2486108,,KmPost,Km post missing
25940,Z1448,2.312,LRP003a,22.8944719,91.2513889,,Culvert,Box culvert
25941,Z1448,2.572,LRP004,22.8945552,91.2539722,,KmPost,inf missing
25942,Z1448,2.72,LRP004a,22.8935274,91.2543611,,Culvert,Box Culvert
25943,Z1448,3.437,LRP004b,22.8889719,91.25575,,Culvert,Box culvert
25944,Z1448,3.56,LRP005,22.8888608,91.2568333,,KmPost,Information missing
25945,Z1448,4.11,LRP005a,22.8881663,91.2615556,,Culvert,Box Culvert
25946,Z1448,4.115,LRP005b,22.8880552,91.2616111,,"Turnoff,Right",Connect with Z-1441
25947,Z1448,4.603,LRP006,22.8842219,91.2595278,,KmPost,Km post missing
25948,Z1448,4.78,LRP006a,22.8831104,91.2584444,,Culvert,Box Culvert
25949,Z1448,4.91,LRP006b,22.8821382,91.2561667,,"Turnoff,Left",Road left turn
25950,Z1448,5.08,LRP006c,22.8809993,91.2581667,,Culvert,Box culvert
25951,Z1448,5.55,LRP007,22.8796104,91.2616667,,KmPost,inf missing
25952,Z1448,5.65,LRP007a,22.879416,91.2626111,,Culvert,Box Culvert
25953,Z1448,6.17,LRP007b,22.8786382,91.2508333,,Culvert,Box culvert
25954,Z1448,6.573,LRP008,22.8740827,91.2648611,,KmPost,Information missing
25955,Z1448,7.004,LRP008a,22.8726938,91.2679993,,Culvert,Box culvert
25956,Z1448,7.41,LRP008b,22.872166,91.2721938,,Culvert,Slab culvert
25957,Z1448,7.464,LRPE,22.8720827,91.2727771,,Others,End of road at Z1441 at bashurhat.
25958,Z1449,0.0,LRPS,22.8613611,91.0329993,,Others,Start of road from Z1429 at Dadpur bazar.
25959,Z1449,0.073,LRPSa,22.8608333,91.0325271,,Culvert,Box culvert
25960,Z1449,0.313,LRPSb,22.85925,91.0314716,,Culvert,Box culvert
25961,Z1449,0.978,LRPSc,22.8541667,91.0290827,,Culvert,Box culvert
25962,Z1449,1.0,LRP001,22.854,91.0289716,,KmPost,Km post missing
25963,Z1449,1.342,LRP001a,22.8510556,91.0283327,,Culvert,Box culvert
25964,Z1449,1.601,LRPE,22.8491386,91.0282771,,Others,End of road at Kashipur.
25965,Z1450,0.0,LRPS,22.9458886,91.1214993,,Others,Road start from South N 104 at Chowmuhoni .
25966,Z1450,0.49,LRPSa,22.9432497,91.1231938,,Bridge,Baily bridge start
25967,Z1450,0.518,LRPSb,22.9432497,91.123416,,Bridge,Baily bridge end
25968,Z1450,1.0,LRP001,22.9450274,91.126416,,KmPost,Km post missing
25969,Z1450,1.12,LRPE,22.9459441,91.1264993,,Others,Road connect with N-104 at Chowmuhoni.
25970,Z1452,0.0,LRPS,22.8653611,91.0971108,,Others,Road start from N104
25971,Z1452,0.003,LRPSa,22.8653611,91.0971108,,Culvert,Cross drain
25972,Z1452,0.218,LRPSb,22.8653333,91.0986663,,Culvert,Box Culvert
25973,Z1452,0.382,LRPSc,22.8653333,91.1008333,,Culvert,Box Culvert
25974,Z1452,0.414,LRPSd,22.8653333,91.1010833,,Culvert,Box Culvert
25975,Z1452,0.423,LRPSe,22.8652778,91.1010833,,Others,Link road to N104
25976,Z1452,0.548,LRPSf,22.86525,91.1024444,,Culvert,Box Culvert
25977,Z1452,0.65,LRPSg,22.8644444,91.1025278,,Culvert,Box culvert
25978,Z1452,1.0,LRP001,22.8619722,91.1038333,,KmPost,Km post missing
25979,Z1452,1.14,LRP001a,22.861,91.1042222,,Culvert,Box Culvert
25980,Z1452,1.21,LRPE,22.8608333,91.10475,,Others,Court Dtation
25981,Z1466,0.0,LRPS,23.0762216,90.7707771,,Others,Road start from R140 at Moulo Bazar Faridganj.
25982,Z1466,0.131,LRPSa,23.0758604,90.7718049,,Culvert,Box Culvert
25983,Z1466,1.0,LRP001,23.0948608,90.7795827,,KmPost,Km post missing
25984,Z1466,1.01,LRP001a,23.0783327,90.7797493,,Culvert,Box Culvert
25985,Z1466,2.0,LRP002,23.0828049,90.7830827,,KmPost,Km post missing
25986,Z1466,2.395,LRP002a,23.081666,90.7859719,,Culvert,Box Culvert
25987,Z1466,3.0,LRP003,23.078166,90.7887219,,KmPost,Km post missing
25988,Z1466,4.0,LRP004,23.074416,90.7942497,,KmPost,Km post missing
25989,Z1466,4.462,LRP004a,23.0750271,90.7986108,,Culvert,Box Culvert
25990,Z1466,5.0,LRP005,23.0753049,90.80375,,KmPost,Km post missing
25991,Z1466,5.805,LRP005a,23.0740827,90.8102222,,Culvert,Box Culvert
25992,Z1466,6.0,LRP006,23.0736104,90.8118333,,KmPost,Km post missing
25993,Z1466,7.0,LRP007,23.0877219,90.8187493,,KmPost,Km post missing
25994,Z1466,7.655,LRP007a,23.0723604,90.8242771,,CrossRoad,Box Culvert
25995,Z1466,8.0,LRP008,23.0717216,90.8272493,,KmPost,Km post missing
25996,Z1466,8.18,LRP008a,23.0728604,90.8279993,,Culvert,Box Culvert
25997,Z1466,9.0,LRP009,23.0729716,90.8351386,,KmPost,Km post missing
25998,Z1466,9.23,LRPE,23.0728049,90.8372774,,Others,Road end with Z1422at Fatehpur.
25999,Z1472,0.0,LRPS,22.9895552,90.7889997,,Others,Road start from R140 at Sardarbari.
26000,Z1472,0.168,LRPSa,22.9909719,90.7891663,,Culvert,Box Culvert
26001,Z1472,1.0,LRP001,22.9979719,90.7901663,,KmPost,Raipur 9km
26002,Z1472,1.94,LRP002,23.0039722,90.7937774,,KmPost,Raipur 8km
26003,Z1472,2.425,LRP002a,23.0080833,90.7944441,,Culvert,Box Culvert
26004,Z1472,2.94,LRP003,23.0126389,90.7951108,,KmPost,Km post missing
26005,Z1472,3.78,LRP004,23.0168882,90.7962774,,KmPost,Raipur 6km
26006,Z1472,3.922,LRP004a,23.0181104,90.7959163,,Culvert,Box Culvert
26007,Z1472,4.56,LRP004b,23.0211104,90.7983608,,Culvert,Box Culvert
26008,Z1472,4.78,LRP005,23.0231104,90.7982497,,KmPost,Km post missing
26009,Z1472,5.63,LRP006,23.0289438,90.7965552,,KmPost,Raipur 4km
26010,Z1472,5.928,LRP006a,23.0313049,90.7952219,,Culvert,Box Culvert
26011,Z1472,5.95,LRP006b,23.0313604,90.7950552,,Culvert,Box Culvert
26012,Z1472,6.575,LRP006c,23.033333,90.7895552,,Culvert,Box Culvert
26013,Z1472,6.63,LRP007,23.033333,90.788833,,KmPost,Km post missing
26014,Z1472,6.974,LRP007a,23.0336386,90.7855274,,Bridge,Bridge start
26015,Z1472,6.987,LRP007b,23.0336663,90.7854441,,Bridge,Bridge end
26016,Z1472,7.57,LRP008,23.0346386,90.780166,,KmPost,Inf missing
26017,Z1472,8.56,LRP009,23.0359719,90.7708049,,KmPost,Inf missing
26018,Z1472,8.845,LRPE,23.0366663,90.7681104,,Others,Road  end with R140 at Raipur.
26019,Z1482,0.0,LRPS,23.2506111,90.7853052,,Others,Start of road from R140 at Bakila
26020,Z1482,0.979,LRPSa,23.2588056,90.7860274,,Culvert,Box Culvert
26021,Z1482,1.0,LRP001,23.2589722,90.7860274,,KmPost,km post missing
26022,Z1482,1.53,LRP001a,23.2632222,90.7846386,,Culvert,Box Culvert
26023,Z1482,2.0,LRP002,23.2673049,90.7840552,,KmPost,km post missing
26024,Z1482,2.242,LRP002a,23.2694438,90.7842219,,Culvert,Box Culvert
26025,Z1482,2.845,LRP002b,23.2747216,90.7854163,,Culvert,Box Culvert
26026,Z1482,3.0,LRP003,23.275916,90.7861386,,KmPost,km post missing
26027,Z1482,3.291,LRP003a,23.2784438,90.7866663,,Culvert,Box Culvert
26028,Z1482,3.676,LRP003b,23.2806938,90.7848052,,Culvert,Box Culvert
26029,Z1482,4.0,LRP004,23.2819438,90.7828327,,KmPost,km post missing
26030,Z1482,4.359,LRP004a,23.2842219,90.7816104,,Culvert,Box Culvert
26031,Z1482,5.0,LRP005,23.2898886,90.7817493,,KmPost,km post missing
26032,Z1482,5.58,LRP005a,23.2894997,90.7867774,,Culvert,Box Culvert
26033,Z1482,6.0,LRP006,23.2912774,90.788583,,KmPost,km post missing
26034,Z1482,6.645,LRP006a,23.295833,90.7869441,,Culvert,Box Culvert
26035,Z1482,7.0,LRP007,23.2984441,90.7864441,,KmPost,km post missing
26036,Z1482,7.982,LRP007a,23.3056111,90.7873886,,Culvert,Box Culvert
26037,Z1482,8.0,LRP008,23.3057222,90.7874441,,KmPost,km post missing
26038,Z1482,9.0,LRP009,23.3143056,90.788583,,KmPost,km post missing
26039,Z1482,9.868,LRP009a,23.3213327,90.7867774,,Others,Start of H B B Road
26040,Z1482,10.0,LRP010,23.3219438,90.7866663,,KmPost,km post missing
26041,Z1482,10.008,LRP010a,23.3227493,90.786833,,Bridge,Bridge start
26042,Z1482,10.039,LRP010b,23.3230827,90.786833,,Bridge,Bridge End
26043,Z1482,10.13,LRP010c,23.3238049,90.7865274,,Others,End of earth road
26044,Z1482,10.854,LRP010d,23.3270549,90.7811104,,Culvert,Box Culvert
26045,Z1482,10.895,LRP011,23.327166,90.7807493,,KmPost,Inf missing
26046,Z1482,11.293,LRP011a,23.3296938,90.7788882,,Bridge,Start of Bridge
26047,Z1482,11.303,LRP011b,23.3298049,90.7788604,,Bridge,End of Bridge
26048,Z1482,11.895,LRP012,23.3334997,90.7753327,,KmPost,km post missing
26049,Z1482,12.241,LRP012a,23.3364997,90.7744438,,"SideRoad,Right",Road to kachua (Z1445)
26050,Z1482,12.302,LRP012b,23.337083,90.7743049,,"SideRoad,Left",Road to matlab (Z1445)
26051,Z1482,12.318,LRP012c,23.3371941,90.7743049,,Culvert,Double Box
26052,Z1482,12.895,LRP013,23.3419997,90.7729438,,KmPost,km post missing
26053,Z1482,13.045,LRP013a,23.3432497,90.7726382,,Bridge,Start of Bridge
